Official Code 2001 Edition,Act Number,Section of Act,Law Number,Type of Change,Act Type,Expiration Date,Bill Title,DCR Cite
09-1215.01 - .08,20-481,258,NA,"Note, Repeal",E,02/16/15,"New Columbia Statehood Initiative, Omnibus Boards and Commissions Reform, and Election Transition Emergency Amendment Act of 2014",61-12133
10-0137.01,20-481,301(a),NA,Note,E,02/16/15,"New Columbia Statehood Initiative, Omnibus Boards and Commissions Reform, and Election Transition Emergency Amendment Act of 2014",61-12133
10-0137.02,20-481,301(b),NA,"Note, New Sec",E,02/16/15,"New Columbia Statehood Initiative, Omnibus Boards and Commissions Reform, and Election Transition Emergency Amendment Act of 2014",61-12133
10-0166,20-481,302,NA,Note,E,02/16/15,"New Columbia Statehood Initiative, Omnibus Boards and Commissions Reform, and Election Transition Emergency Amendment Act of 2014",61-12133
10-0213.01,20-481,303,NA,Note,E,02/16/15,"New Columbia Statehood Initiative, Omnibus Boards and Commissions Reform, and Election Transition Emergency Amendment Act of 2014",61-12133
10-0302,20-481,304(a),NA,Note,E,02/16/15,"New Columbia Statehood Initiative, Omnibus Boards and Commissions Reform, and Election Transition Emergency Amendment Act of 2014",61-12133
10-0303,20-481,259(a),NA,Note,E,02/16/15,"New Columbia Statehood Initiative, Omnibus Boards and Commissions Reform, and Election Transition Emergency Amendment Act of 2014",61-12133
10-0306,20-481,259(b),NA,"Note, Repeal",E,02/16/15,"New Columbia Statehood Initiative, Omnibus Boards and Commissions Reform, and Election Transition Emergency Amendment Act of 2014",61-12133
10-0306,20-481,304(b),NA,Note,E,02/16/15,"New Columbia Statehood Initiative, Omnibus Boards and Commissions Reform, and Election Transition Emergency Amendment Act of 2014",61-12133
10-0307,20-520,2,PEND,Amend,P,,Depart of Parks and Recreation Fee-based Use Permit Authority Clarification Act of 2014,61-13104
10-0308,20-424,6072,PEND,New Section,P,,FY 2015 Budget Support Act,61-09990
10-0308,20-449,6072,NA,"Note, New Sec",E,12/30/14,FY 2015 Budget Support Congressional Review Emergency Act of 2014,61-10915
10-0308,20-377,6082,NA,"Note, New Sec",E,10/12/14,FY 2015 Budget Support Emergency Act of 2014,61-07598
10-0801,20-394,2,NA,Note,E,10/27/14,Exten. of Time to Dispose of the Strand Theater Emergency Amendment Act of 2014,61-08076
10-0801,20-485,2,PEND,Amend,,,Disposition of District Land for Affordable Housing Amendment Act,61-12407
10-0801,20-442,2,PEND,Note,T,,Exten. of Time to Dispose of the Strand Theater Temporary Amendment Act of 2014,61-10751
10-1101.01,20-424,6003,PEND,Note,P,,FY 2015 Budget Support Act,61-09990
10-1101.01,20-377,6003,NA,Note,E,10/12/14,FY 2015 Budget Support Emergency Act of 2014,61-07598
10-1101.01,20-449,6002(a),NA,Note,E,12/30/14,FY 2015 Budget Support Congressional Review Emergency Act of 2014,61-10915
10-1101.01,20-449,6003,NA,Note,E,12/30/14,FY 2015 Budget Support Congressional Review Emergency Act of 2014,61-10915
10-1101.01,20-377,6002(a),NA,Note,E,10/12/14,FY 2015 Budget Support Emergency Act of 2014,61-07598
10-1101.01,20-424,6002(a),PEND,Amend,P,,FY 2015 Budget Support Act,61-09990
10-1102.01,20-503,6(a),PEND,Amend,,,Public Space Enforcement Amendment Act of 2014,61-12690
10-1102.02,20-424,6002(b),PEND,Amend,P,,FY 2015 Budget Support Act,61-09990
10-1102.02,20-377,6002(b),NA,Note,E,10/12/14,FY 2015 Budget Support Emergency Act of 2014,61-07598
10-1102.02,20-461,2(i)(1),NA,Note,E,12/30/14,F.Y. 2015 Budget Support Clarification Emergency Amendment Act of 2014,61-11784
10-1102.02,20-555,2(h)(1),PEND,Note,T,,F.Y. 2015 Budget Support Clarification Temporary Amendment Act of 2014,62-00424
10-1102.02,20-449,6002(b),NA,Note,E,12/30/14,FY 2015 Budget Support Congressional Review Emergency Act of 2014,61-10915
10-1103.02,20-377,6003,NA,Note,E,10/12/14,FY 2015 Budget Support Emergency Act of 2014,61-07598
10-1103.02,20-461,2(i)(2),NA,Note,E,12/30/14,F.Y. 2015 Budget Support Clarification Emergency Amendment Act of 2014,61-11784
10-1103.02,20-555,2(h)(2),PEND,Note,T,,F.Y. 2015 Budget Support Clarification Temporary Amendment Act of 2014,62-00424
10-1103.02,20-424,6002(c),PEND,Amend,P,,FY 2015 Budget Support Act,61-09990
10-1103.02,20-449,6003,NA,Note,E,12/30/14,FY 2015 Budget Support Congressional Review Emergency Act of 2014,61-10915
10-1103.02,20-377,6002(c),NA,Note,E,10/12/14,FY 2015 Budget Support Emergency Act of 2014,61-07598
10-1103.02,20-449,6002(c),NA,Note,E,12/30/14,FY 2015 Budget Support Congressional Review Emergency Act of 2014,61-10915
10-1103.02,20-424,6003,PEND,Note,P,,FY 2015 Budget Support Act,61-09990
10-1103.04,20-449,6002(d),NA,Note,E,12/30/14,FY 2015 Budget Support Congressional Review Emergency Act of 2014,61-10915
10-1103.04,20-424,6003,PEND,Note,P,,FY 2015 Budget Support Act,61-09990
10-1103.04,20-377,6003,NA,Note,E,10/12/14,FY 2015 Budget Support Emergency Act of 2014,61-07598
10-1103.04,20-449,6003,NA,Note,E,12/30/14,FY 2015 Budget Support Congressional Review Emergency Act of 2014,61-10915
10-1103.04,20-424,6002(d),PEND,Amend,P,,FY 2015 Budget Support Act,61-09990
10-1103.04,20-377,6002(d),NA,Note,E,10/12/14,FY 2015 Budget Support Emergency Act of 2014,61-07598
10-1103.04a,20-424,6003,PEND,Note,P,,FY 2015 Budget Support Act,61-09990
10-1103.04a,20-424,6002(e),PEND,Amend,P,,FY 2015 Budget Support Act,61-09990
10-1103.04a,20-449,6003,NA,Note,E,12/30/14,FY 2015 Budget Support Congressional Review Emergency Act of 2014,61-10915
10-1103.04a,20-449,6002(e),NA,Note,E,12/30/14,FY 2015 Budget Support Congressional Review Emergency Act of 2014,61-10915
10-1103.04a,20-377,6003,NA,Note,E,10/12/14,FY 2015 Budget Support Emergency Act of 2014,61-07598
10-1103.04a,20-377,6002(e),NA,Note,E,10/12/14,FY 2015 Budget Support Emergency Act of 2014,61-07598
10-1103.07,20-377,6002(f),NA,Note,E,10/12/14,FY 2015 Budget Support Emergency Act of 2014,61-07598
10-1103.07,20-424,6002(f),PEND,Amend,P,,FY 2015 Budget Support Act,61-09990
10-1103.07,20-449,6002(f),NA,Note,E,12/30/14,FY 2015 Budget Support Congressional Review Emergency Act of 2014,61-10915
10-1103.07,20-449,6003,NA,Note,E,12/30/14,FY 2015 Budget Support Congressional Review Emergency Act of 2014,61-10915
10-1103.07,20-424,6003,PEND,Note,P,,FY 2015 Budget Support Act,61-09990
10-1103.07,20-377,6003,NA,Note,E,10/12/14,FY 2015 Budget Support Emergency Act of 2014,61-07598
10-1103.07a,20-449,6002(g),NA,"Note, New Sec",E,12/30/14,FY 2015 Budget Support Congressional Review Emergency Act of 2014,61-10915
10-1103.07a,20-377,6002(g),NA,"Note, New Sec",E,10/12/14,FY 2015 Budget Support Emergency Act of 2014,61-07598
10-1103.07a,20-424,6002(g),PEND,New Section,P,,FY 2015 Budget Support Act,61-09990
10-1103.10,20-449,6002(h),NA,"Note, New Sec",E,12/30/14,FY 2015 Budget Support Congressional Review Emergency Act of 2014,61-10915
10-1103.10,20-424,6002(h),PEND,New Section,P,,FY 2015 Budget Support Act,61-09990
10-1103.10,20-377,6002(h),NA,"Note, New Sec",E,10/12/14,FY 2015 Budget Support Emergency Act of 2014,61-07598
10-1104.04,20-503,6(b),PEND,Amend,,,Public Space Enforcement Amendment Act of 2014,61-12690
10-1104.05,20-503,6(c),PEND,Repeal,,,Public Space Enforcement Amendment Act of 2014,61-12690
10-1104.06,20-503,6(c),PEND,Repeal,,,Public Space Enforcement Amendment Act of 2014,61-12690
10-1104.07,20-503,6(c),PEND,Repeal,,,Public Space Enforcement Amendment Act of 2014,61-12690
10-1104.09,20-503,6(c),PEND,Repeal,,,Public Space Enforcement Amendment Act of 2014,61-12690
10-1121.10,20-503,7,PEND,Amend,,,Public Space Enforcement Amendment Act of 2014,61-12690
10-1141.07,20-503,8,PEND,New Section,,,Public Space Enforcement Amendment Act of 2014,61-12690
10-1181.06,20-503,9,PEND,New Section,,,Public Space Enforcement Amendment Act of 2014,61-12690
10-1181.07,20-503,9,PEND,New Section,,,Public Space Enforcement Amendment Act of 2014,61-12690
10-1202.04,20-424,9019,PEND,Amend,P,,FY 2015 Budget Support Act,61-09990
10-1202.04,20-449,9019,NA,Note,E,12/30/14,FY 2015 Budget Support Congressional Review Emergency Act of 2014,61-10915
10-1202.04,20-377,9019,NA,Note,E,10/12/14,FY 2015 Budget Support Emergency Act of 2014,61-07598
10-1301,20-424,1094,PEND,Amend,P,,FY 2015 Budget Support Act,61-09990
10-1301,20-377,1094,NA,Note,E,10/12/14,FY 2015 Budget Support Emergency Act of 2014,61-07598
10-1301,20-449,1094,NA,Note,E,12/30/14,FY 2015 Budget Support Congressional Review Emergency Act of 2014,61-10915
10-1603.01 et seq.,20-557,301,NA,Note,E,03/30/15,Soccer Stadium Development Emergency Act of 2014,62-00448
10-1603.01 et seq.,20-556,301,PEND,Note,P,,Soccer Stadium Development Act,62-00438
10-1651.01 - .08,20-556,101 - 108,PEND,New Section,P,,Soccer Stadium Development Act,62-00438
10-1651.01 - .08,20-557,101 - 108,NA,"Note, New Sec",E,03/30/15,Soccer Stadium Development Emergency Act of 2014,62-00448
1-0325.171,20-377,2092,NA,Note,E,10/12/14,FY 2015 Budget Support Emergency Act of 2014,61-07598
14-0307,20-348,102(b),20-139,Amend,,,Sexual Assault Victims’ Rights Amendment Act,61-05913
14-0307,20-348,301,20-139,Note,,,Sexual Assault Victims’ Rights Amendment Act,61-05913
14-0312,20-348,301,20-139,Note,,,Sexual Assault Victims’ Rights Amendment Act,61-05913
14-0312,20-348,102(c),20-139,New Section,,,Sexual Assault Victims’ Rights Amendment Act,61-05913
16-0803,20-470,2(a),PEND,Amend,,,Record Sealing for Non-Violent Marijuana Possession Act,61-12108
16-0803.02,20-470,2(b),PEND,New Section,,,Record Sealing for Non-Violent Marijuana Possession Act,61-12108
16-0805,20-470,2(c),PEND,Amend,,,Record Sealing for Non-Violent Marijuana Possession Act,61-12108
16-0806,20-470,2(d),PEND,Amend,,,Record Sealing for Non-Violent Marijuana Possession Act,61-12108
16-0902,20-467,2(a),PEND,Amend,,,Civil Marriage Dissolution Equality Clarification Amendment Act,61-11834
16-0911,20-467,2(b),PEND,Amend,,,Civil Marriage Dissolution Equality Clarification Amendment Act,61-11834
16-2309,20-560,9(a),PEND,Amend,,,Sex Trafficking of Minors Prevention Amendment Act,62-00479
16-2311,20-560,9(b),PEND,Amend,,,Sex Trafficking of Minors Prevention Amendment Act,62-00479
21-2011,20-552,2(b),PEND,Amend,,,Limitations of Guardianship Amendment Act,62-00278
21-2033,20-552,2(c),PEND,Amend,,,Limitations of Guardianship Amendment Act,62-00278
21-2043,20-552,2(d),PEND,Amend,,,Limitations of Guardianship Amendment Act,62-00278
21-2044,20-552,2(e),PEND,Amend,,,Limitations of Guardianship Amendment Act,62-00278
21-2045.01,20-552,2(f),PEND,New Section,,,Limitations of Guardianship Amendment Act,62-00278
21-2047.01,20-552,2(g),PEND,Amend,,,Limitations of Guardianship Amendment Act,62-00278
21-2060,20-552,2(h),PEND,Amend,,,Limitations of Guardianship Amendment Act,62-00278
22-0861,20-416,2,PEND,New Section,,,Prohibition of the Harm of Police Animals Act,61-08312
22-1842,20-560,6(a),PEND,New Section,,,Sex Trafficking of Minors Prevention Amendment Act,62-00479
22-1843,20-560,10,PEND,Note,,,Sex Trafficking of Minors Prevention Amendment Act,62-00479
22-1843,20-560,6(b),PEND,New Section,,,Sex Trafficking of Minors Prevention Amendment Act,62-00479
22-2701,20-560,7,PEND,Amend,,,Sex Trafficking of Minors Prevention Amendment Act,62-00479
22-2701.01,20-560,8,PEND,Amend,,,Sex Trafficking of Minors Prevention Amendment Act,62-00479
22-2731,20-473,2,PEND,Repeal,,,Repeal of Prostitution Free Zones Amendment Act,61-12117
22-3051 - 22-3057,20-534,2- 8,PEND,New Section,,,Criminalization of Non-Consensual Pornography Act of 2014,62-00016
22-4251,20-481,260,NA,"Note, Repeal",E,02/16/15,"New Columbia Statehood Initiative, Omnibus Boards and Commissions Reform, and Election Transition Emergency Amendment Act of 2014",61-12133
22-4401,20-519,30(a),PEND,Repeal,,,Uniform Certificate of Title for Vessels Act,61-13083
22-4504,20-462,3(a),PEND,Note,T,,License to Carry a Pistol Temporary Amendment Act of 2014,61-11814
22-4504,20-447,3(a),NA,Note,E,01/07/15,License to Carry a Pistol Emergency Amendment Act of 2014,61-10765
22-4504,20-564,4(a),NA,Note,E,04/06/15,License to Carry a Pistol Second Emergency Amendment Act of 2014,62-00866
22-4504,20-564,3(a),NA,Note,E,04/06/15,License to Carry a Pistol Second Emergency Amendment Act of 2014,62-00866
22-4504,20-447,4(a),NA,Note,E,01/07/15,License to Carry a Pistol Emergency Amendment Act of 2014,61-10765
22-4504,20-448,2,NA,Note,E,01/07/15,Lic. to Carry a Pistol Clarification Emergency Amendment Act of 2014,61-10777
22-4506,20-564,3(b),NA,Note,E,04/06/15,License to Carry a Pistol Second Emergency Amendment Act of 2014,62-00866
22-4506,20-447,3(b),NA,Note,E,01/07/15,License to Carry a Pistol Emergency Amendment Act of 2014,61-10765
22-4506,20-462,3(b),PEND,Note,T,,License to Carry a Pistol Temporary Amendment Act of 2014,61-11814
23-0501,20-420,2(a)(2),PEND,Amend,,,Post-Arrest Process Clarification Amendment Act,61-08320
23-0581,20-420,2(a)(3),PEND,Amend,,,Post-Arrest Process Clarification Amendment Act,61-08320
23-0583,20-420,2(a)(4),PEND,New Section,,,Post-Arrest Process Clarification Amendment Act,61-08320
23-0584,20-420,2(a)(4),PEND,New Section,,,Post-Arrest Process Clarification Amendment Act,61-08320
23-0585,20-420,2(a)(4),PEND,New Section,,,Post-Arrest Process Clarification Amendment Act,61-08320
23-1110,20-420,2(b)(2),PEND,Amend,,,Post-Arrest Process Clarification Amendment Act,61-08320
23-1907 - 23-1911,20-348,101(c),20-139,New Section,,,Sexual Assault Victims’ Rights Amendment Act,61-05913
23-1911,20-348,301,20-139,Note,,,Sexual Assault Victims’ Rights Amendment Act,61-05913
25-0101,20-557,202(a),NA,Note,E,03/30/15,Soccer Stadium Development Emergency Act of 2014,62-00448
25-0101,20-556,202(a),PEND,Amend,P,,Soccer Stadium Development Act,62-00438
25-0110,20-449,2002(b),NA,Note,E,12/30/14,FY 2015 Budget Support Congressional Review Emergency Act of 2014,61-10915
25-0110,20-424,2002(b),PEND,Amend,P,,FY 2015 Budget Support Act,61-09990
25-0110,20-377,2002(b),NA,Note,E,10/12/14,FY 2015 Budget Support Emergency Act of 2014,61-07598
25-0114,20-557,202(b),NA,Note,E,03/30/15,Soccer Stadium Development Emergency Act of 2014,62-00448
25-0114,20-556,202(b),PEND,Amend,P,,Soccer Stadium Development Act,62-00438
25-0126,20-377,2002(c),NA,"Note, New Sec",E,10/12/14,FY 2015 Budget Support Emergency Act of 2014,61-07598
25-0126,20-424,2002(c),PEND,New Section,P,,FY 2015 Budget Support Act,61-09990
25-0126,20-449,2002(c),NA,"Note, New Sec",E,12/30/14,FY 2015 Budget Support Congressional Review Emergency Act of 2014,61-10915
25-0505,20-557,202(c),NA,Note,E,03/30/15,Soccer Stadium Development Emergency Act of 2014,62-00448
25-0505,20-556,202(c),PEND,Amend,P,,Soccer Stadium Development Act,62-00438
25-0508,20-377,2002(d),NA,Note,E,10/12/14,FY 2015 Budget Support Emergency Act of 2014,61-07598
25-0508,20-424,2002(d),PEND,Amend,P,,FY 2015 Budget Support Act,61-09990
25-0508,20-449,2002(d),NA,Note,E,12/30/14,FY 2015 Budget Support Congressional Review Emergency Act of 2014,61-10915
25-1003,20-557,202(d),NA,Note,E,03/30/15,Soccer Stadium Development Emergency Act of 2014,62-00448
25-1003,20-556,202(d),PEND,Amend,P,,Soccer Stadium Development Act,62-00438
26-0431.02,20-548,2(a),PEND,Amend,,,Community Development Amendment Act,62-00255
26-0431.04,20-548,2(b),PEND,Amend,,,Community Development Amendment Act,62-00255
26-0431.05,20-548,2(c),PEND,Amend,,,Community Development Amendment Act,62-00255
26-0431.06,20-548,2(d),PEND,Amend,,,Community Development Amendment Act,62-00255
26-1161.01 - .11,20-498,2 - 12,PEND,New Section,P,,Nationwide Mortgage Lending System Conformity Act,61-12577
26-1161.01 26 - .10,20-389,2 - 11,20-146,Note,T,07/30/15,Nationwide Mortgage Licensing System Conformity Temporary Act of 2014,61-08063
26-1161.01 26 - .10,20-456,2 - 11,NA,Note,E,01/06/15,Nationwide Mortgage Licensing System Conformity Congressional Review Emergency Act of 2014,61-11361
26-1161.01 26 - .10,20-456,2 - 11,NA,"Note, New Sec",E,01/06/15,Nationwide Mortgage Licensing System Conformity Congressional Review Emergency Act of 2014,61-11361
28:06-1001 - 06-112,20-519,31,PEND,Repeal,,,Uniform Certificate of Title for Vessels Act,61-13083
28-3903,20-424,2012(a),PEND,Amend,P,,FY 2015 Budget Support Act,61-09990
28-3903,20-377,2012(a),NA,Note,E,10/12/14,FY 2015 Budget Support Emergency Act of 2014,61-07598
28-3903,20-555,2(c),PEND,Note,T,,F.Y. 2015 Budget Support Clarification Temporary Amendment Act of 2014,62-00424
28-3903,20-449,2012(a),NA,Note,E,12/30/14,FY 2015 Budget Support Congressional Review Emergency Act of 2014,61-10915
28-3904,20-424,2012(b),PEND,Amend,P,,FY 2015 Budget Support Act,61-09990
28-3904,20-449,2012(b),NA,Note,E,12/30/14,FY 2015 Budget Support Congressional Review Emergency Act of 2014,61-10915
28-3904,20-377,2012(b),NA,Note,E,10/12/14,FY 2015 Budget Support Emergency Act of 2014,61-07598
28-3905,20-449,2012(c),NA,Note,E,12/30/14,FY 2015 Budget Support Congressional Review Emergency Act of 2014,61-10915
28-3905,20-377,2012(c),NA,Note,E,10/12/14,FY 2015 Budget Support Emergency Act of 2014,61-07598
28-3905,20-424,2012(c),PEND,Amend,P,,FY 2015 Budget Support Act,61-09990
28-4201,20-385,201(a),20-142,Amend,,,Sustainable DC Omnibus Act,61-08045
28-4202,20-385,201(b),20-142,Amend,,,Sustainable DC Omnibus Act,61-08045
31-0501,20-559,3(a),PEND,Amend,,,Insurance Holding Company and Credit For Reinsurance Modernization Amendment Act,62-00461
31-0502,20-559,3(b),PEND,Amend,,,Insurance Holding Company and Credit For Reinsurance Modernization Amendment Act,62-00461
31-0651.01 - .03,20-495,2 - 4,PEND,New Section,,,District of Columbia Transaction Modernization Electronic Delivery or Posting Act,61-12565
31-0701,20-559,2(a),PEND,Amend,,,Insurance Holding Company and Credit For Reinsurance Modernization Amendment Act,62-00461
31-0703,20-559,2(b),PEND,Amend,,,Insurance Holding Company and Credit For Reinsurance Modernization Amendment Act,62-00461
31-0704,20-559,2(c),PEND,Amend,,,Insurance Holding Company and Credit For Reinsurance Modernization Amendment Act,62-00461
31-0705,20-559,2(d),PEND,Amend,,,Insurance Holding Company and Credit For Reinsurance Modernization Amendment Act,62-00461
31-0706,20-559,2(e),PEND,Amend,,,Insurance Holding Company and Credit For Reinsurance Modernization Amendment Act,62-00461
31-0707,20-559,2(f),PEND,Amend,,,Insurance Holding Company and Credit For Reinsurance Modernization Amendment Act,62-00461
31-0707.01,20-559,2(g),PEND,New Section,,,Insurance Holding Company and Credit For Reinsurance Modernization Amendment Act,62-00461
31-0708,20-559,2(h),PEND,Amend,,,Insurance Holding Company and Credit For Reinsurance Modernization Amendment Act,62-00461
31-0710,20-559,2(i),PEND,Amend,,,Insurance Holding Company and Credit For Reinsurance Modernization Amendment Act,62-00461
31-1203,20-424,5082(a),PEND,Amend,P,,FY 2015 Budget Support Act,61-09990
31-1203,20-449,5082(a),NA,Note,E,12/30/14,FY 2015 Budget Support Congressional Review Emergency Act of 2014,61-10915
31-1203,20-377,5082(a),NA,Note,E,10/12/14,FY 2015 Budget Support Emergency Act of 2014,61-07598
31-1208,20-377,5082(b),NA,Note,E,10/12/14,FY 2015 Budget Support Emergency Act of 2014,61-07598
31-1208,20-424,5082(b),PEND,Amend,P,,FY 2015 Budget Support Act,61-09990
31-1208,20-449,5082(b),NA,Note,E,12/30/14,FY 2015 Budget Support Congressional Review Emergency Act of 2014,61-10915
31-1209,20-377,5082(c),NA,Note,E,10/12/14,FY 2015 Budget Support Emergency Act of 2014,61-07598
31-1209,20-449,5082(c),NA,Note,E,12/30/14,FY 2015 Budget Support Congressional Review Emergency Act of 2014,61-10915
